,text,type
4212,the stigma,0
4213,mental health service users,0
4214,you,0
4215,the values,0
4216,antioppressive practice empowerment,0
4217,recovery orientated patient centered care,0
4218,a strong focus,0
4219,the biopsychosocial perspective,0
4220,mental health,0
4221,you,0
4222,a strong working knowledge and skills base,0
4223,the care act,0
4224,2015 mental health act,0
4225,the mental capacity,0
4226,you,0
4227,your professional strength,0
4228,the team vision,0
4229,patients,0
4230,the right professional input,0
4231,the right time,0
4232,you,0
4233,a challenging busy yet professionally rewarding environment,0
4234,colleagues,0
4235,who,0
4236,you,0
4237,an experienced leadership team,0
4238,the professions,0
4239,who,0
4240,forums,0
4241,social work,0
4242,occupational therapists,0
4243,your development,0
4244,central regular supervision,0
4245,you,0
4246,any training,0
4247,your professional development,0
4248,new starters,0
4249,a 6 month probationary period,0
4250,the induction process,0
4251,a positive supportive working environment,0
4252,new employees,0
4253,key elements,0
4254,their role,0
4255,a reasonable timescale,0
4256,candidates,0
4257,the trust,0
4258,who,0
4259,an interview,0
4260,nonqualified band,0
4261,15 posts,0
4262,numeracy,0
4263,literacy assessments,0
4264,appointment,0
4265,this post,0
4266,the trust,0
4267,satisfactory references,0
4268,35 years,0
4269,employment,0
4270,study,0
4271,your referees,0
4272,to reference requests,0
4273,a community nursery nurse,0
4274,you,0
4275,responsibility,0
4276,the delivery,0
4277,the universal healthy child programme reviews,0
4278,a 1 to 1 basis,0
4279,a group,0
4280,you,0
4281,tier,0
4282,targeted interventions,0
4283,you,0
4284,health promotion sessions,0
4285,activities,0
4286,a variety,0
4287,settings,0
4288,you,0
4289,excellent communication skills,1
4290,an ability,0
4291,a sensitive and appropriate manner,0
4292,children families,0
4293,other professionals,0
4294,you,0
4295,parents,0
4296,advice training,0
4297,awareness,0
4298,health related matters,0
4299,eating,0
4300,sleep,0
4301,toilet training,0
4302,successful applicants,0
4303,an induction programme,0
4304,the training,0
4305,the role,0
4306,you,0
4307,supervision,0
4308,addition,0
4309,the basic salary,0
4310,this post,0
4311,a high cost area supplement,0
4312,basic salary,0
4313,a minimum payment,0
4314,â1017,0
4315,a maximum payment,0
4316,â1762 per annum pro rata,0
4317,a full valid driving licence,0
4318,access,0
4319,a car,0
4320,business purposes,0
4321,you,0
4322,a disability,0
4323,the equality act,0
4324,all references,0
4325,current and previous employers,0
4326,a minimum,0
4327,3 years employment,0
4328,the reference section,0
4329,your application form,0
4330,the address telephone number,0
4331,work email address,0
4332,your currentprevious line managers,0
4333,3 years employment failure,0
4334,this section,0
4335,your application,0
4336,delayif,0
4337,you,0
4338,interview,0
4339,it,0
4340,normal practice,0
4341,our recruitment service,0
4342,your references,0
4343,we,0
4344,a passionate and caring individual,1
4345,a proven ability,0
4346,a team,0
4347,our main aim,0
4348,our residents,0
4349,their dignity,0
4350,independence,0
4351,our homely surroundingas,0
4352,a nurse,0
4353,st james park,0
4354,you,0
4355,kindness,0
4356,it,0
4357,every aspect,0
4358,our dementia nursing residential and specialist care homes,0
4359,every single person,0
4360,who,0
4361,our residents,0
4362,people,0
4363,them,0
4364,their own stories,0
4365,us,0
4366,you,0
4367,a wonderful opportunity,0
4368,something,0
4369,those people,0
4370,responsibility,0
4371,the wellbeing,0
4372,our residents,0
4373,their physical emotional and social needs,0
4374,your team,0
4375,clinical guidance,0
4376,training,0
4377,the safe smooth and efficient running,0
4378,assessments,0
4379,individualised care plans,0
4380,our residents,0
4381,work areas,0
4382,practices,0
4383,they,0
4384,relevant standards policies,0
4385,legislation,0
4386,our residents,0
4387,choice dignity,0
4388,respect,0
4389,the very best standards,0
4390,care,0
4391,continuous improvement,0
4392,a registered nurse,0
4393,valid pin number knowledge,0
4394,national standards,0
4395,nmc code,0
4396,practice,0
4397,a background,0
4398,a care,0
4399,a willingness,0
4400,your team,0
4401,a daily basis,0
4402,formal and informal programmes,0
4403,colleagues,0
4404,other care professionals,0
4405,a genuine commitment,0
4406,the nmc codes,0
4407,conduct,0
4408,your professional development,0
4409,a respectful courteous and compassionate nature,1
4410,belief,0
4411,all times,0
4412,the home,0
4413,the charming village,0
4414,bradpole,0
4415,bridport,0
4416,the beautiful jurassic coast st james park,0
4417,a friendly care home,0
4418,residential and nursing care,0
4419,good rating,0
4420,cqc,0
4421,the homes caring team,0
4422,a family atmosphere,0
4423,everyone,0
4424,special occasions,0
4425,residents,0
4426,their rooms,0
4427,small items,0
4428,their own furniture,0
4429,treasured belongings,0
4430,it,0
4431,home,0
4432,daily life,0
4433,mind body,0
4434,this position,0
4435,interest,0
4436,occupational therapists,0
4437,experience,0
4438,a variety,0
4439,settings experience,0
4440,disability,0
4441,you,0
4442,a relevant and varied clinical background skills,1
4443,a learning disability setting,0
4444,experience,0
4445,mental health neurology physical disability,0
4446,our service,0
4447,a personcentred approach,1
4448,order,0
4449,the quality,0
4450,life,0
4451,our client group,0
4452,you,0
4453,part,0
4454,the intensive support team,0
4455,a variety,0
4456,settings,0
4457,a multiagency approach,0
4458,we,0
4459,a hydrotherapy pool,0
4460,sensory room facilities,0
4461,therapy provision,0
4462,ash greenwe,0
4463,you,0
4464,your application,0
4465,email,0
4466,your email account,0
4467,a regular basis,0
4468,hotmail msn,0
4469,yahoo email accounts,0
4470,your junkspam mail,0
4471,this post,0
4472,the rehabilitation,0
4473,offenders,0
4474,it,0
4475,a submission,0
4476,disclosure,0
4477,the disclosure,0
4478,service,0
4479,crb,0
4480,any previous criminal convictions tier,0
4481,2 certificate,0
4482,sponsorship applications,0
4483,job seekers,0
4484,who,0
4485,tier 2 sponsorship,0
4486,the uk,0
4487,all other applications,0
4488,candidates,0
4489,a post,0
4490,a suitably qualified experienced and skilled eueea candidate,1
4491,the post,0
4492,the employing body,0
4493,these circumstances,0
4494,the uk visas and immigration department,0
4495,employers,0
4496,this test,0
4497,no suitably qualified eea,0
4498,eu worker,0
4499,the post,0
4500,further information,0
4501,the uk visas and immigration website,0
4502,6 april 2017 tier 2 skilled worker applicants,0
4503,entry clearance,0
4504,the uk,0
4505,a criminal record certificate,0
4506,each country,0
4507,they,0
4508,12 months,0
4509,the past 10 years,0
4510,adult dependants,0
4511,this requirement guidance,0
4512,criminal records checks,0
4513,overseas applicants,0
4514,registration applicants,0
4515,current uk professional registration,0
4516,further information,0
4517,we,0
4518,an enthusiastic flexible and highly motivated health care support worker,1
4519,our friendly team,0
4520,the community,0
4521,your role,0
4522,part,0
4523,a team,0
4524,support,0
4525,the nursing staff,0
4526,you,0
4527,part,0
4528,a highly dedicated multidisciplinary team,0
4529,a focus,0
4530,high safe quality care,0
4531,patients,0
4532,their own homes,0
4533,you,0
4534,24 hour cover,0
4535,this role,0
4536,excellent communication skills,1
4537,it,0
4538,you,0
4539,the ability,0
4540,your own initiative,0
4541,the department,0
4542,continuous education,0
4543,professional development,0
4544,anyone,0
4545,the trust,0
4546,the completion,0
4547,a satisfactory 6 month probationary period,0
4548,bank staff,0
4549,the new staff member,0
4550,an opportunity,0
4551,the role,0
4552,working environment,0
4553,april 2017 tier 2 visa applicants,0
4554,their adult dependants,0
4555,a criminal record certificate,0
4556,each country,0
4557,they,0
4558,12 months,0
4559,the past ten yearsthis post,0
4560,the rehabilitation,0
4561,offenders,0
4562,it,0
4563,a submission,0
4564,disclosure,0
4565,the disclosure,0
4566,service,0
4567,crb,0
4568,any previous criminal convictions tier,0
4569,2 certificate,0
4570,sponsorship applications,0
4571,job seekers,0
4572,who,0
4573,tier 2 sponsorship,0
4574,the uk,0
4575,all other applications,0
4576,candidates,0
4577,a post,0
4578,a suitably qualified experienced and skilled eueea candidate,1
4579,the post,0
4580,the employing body,0
4581,these circumstances,0
4582,the uk visas and immigration department,0
4583,employers,0
4584,this test,0
4585,no suitably qualified eea,0
4586,eu worker,0
4587,the post,0
4588,further information,0
4589,the uk visas and immigration website,0
4590,6 april 2017 tier 2 skilled worker applicants,0
4591,entry clearance,0
4592,the uk,0
4593,a criminal record certificate,0
4594,each country,0
4595,they,0
4596,12 months,0
4597,the past 10 years,0
4598,adult dependants,0
4599,this requirement guidance,0
4600,criminal records checks,0
4601,overseas applicants,0
4602,we,0
4603,two qualified plasterers,0
4604,repairs and maintenance work,0
4605,both tenanted and empty properties,0
4606,you,0
4607,excellent interpersonal skills,1
4608,our customers,0
4609,homes,0
4610,the completion,0
4611,repair,0
4612,maintenance,0
4613,you,0
4614,the appropriate city,0
4615,guilds,0
4616,equivalent plastering qualification,0
4617,knowledge,0
4618,general building,0
4619,construction,0
4620,you,0
4621,a friendly and positive outlook,1
4622,experience,0
4623,the public,0
4624,a full valid driving licence,0
4625,a secondment  development opportunity,0
4626,an experienced band,0
4627,a band 6 practice educator role,0
4628,amu,0
4629,a band 7 practice educator,0
4630,this role,0
4631,new staff,0
4632,amu supervised practice teaching,0
4633,the secondment,0
4634,november,0
4635,march,0
4636,you,0
4637,your hmu competencies,0
4638,excellent communication skills,1
4639,part,0
4640,our development programme royal berkshire nhs foundation trust,0
4641,collaboration,0
4642,henley business school reading,0
4643,a 3 year ba hons,0
4644,applied management,0
4645,a trust,0
4646,we,0
4647,such prestigious programme,0
4648,chartered management institutes,0
4649,we,0
4650,the only nhs trust,0
4651,this programme,0
4652,it,0
4653,a unique opportunity,0
4654,our staff normal application and acceptance process,0
4655,staff,0
4656,who,0
4657,this course1,0
4658,you,0
4659,the email account,0
4660,junkspam boxes,0
4661,you,0
4662,we,0
4663,you,0
4664,your application,0
4665,the high volumes,0
4666,applications,0
4667,we,0
4668,certain posts,0
4669,we,0
4670,the right,0
4671,any adverts,0
4672,the published closing date,0
4673,we,0
4674,a sufficient number,0
4675,applications,0
4676,3 all vacancies,0
4677,internal applicants,0
4678,an internal role,0
4679,only internal candidates,0
4680,4 all staff,0
4681,atrisk,0
4682,who,0
4683,the requirements,0
4684,the post,0
4685,accordingly priority,0
4686,royal berkshire nhs foundation trust employees,0
4687,5 all applicants,0
4688,who,0
4689,a disability,0
4690,the minimum criteria,0
4691,the post,0
4692,a guaranteed interview applications,0
4693,tier 2 candidates,0
4694,who,0
4695,tier 2 immigration status,0
4696,the uk,0
4697,such candidates,0
4698,the post,0
4699,a sufficient number,0
4700,suitable and available eueea candidates,0
4701,the employing body,0
4702,those circumstances,0
4703,the resident market labour test,0
4704,the border immigration authority,0
4705,the post holder,0
4706,previous experience,0
4707,working children,0
4708,young people,0
4709,the role,0
4710,support provision,0
4711,tidying,0
4712,all child health clinics,0
4713,babies,0
4714,young children point,0
4715,contact,0
4716,infant,0
4717,feeding drop ins,0
4718,required screeningheight weight,0
4719,children,0
4720,schools,0
4721,accurate records,0
4722,input data,0
4723,you,0
4724,welldeveloped communication skills,1
4725,patients colleagues,0
4726,an initial response,0
4727,patient and other agencies,0
4728,concerns,0
4729,sign postdirect,0
4730,you,0
4731,your work,0
4732,a team player,1
4733,your initiative,0
4734,deadlines,0
4735,this post,0
4736,the rehabilitation,0
4737,offenders,0
4738,it,0
4739,a submission,0
4740,disclosure,0
4741,the disclosure,0
4742,service,0
4743,crb,0
4744,any previous criminal convictions tier,0
4745,2 certificate,0
4746,importance,0
4747,new starters,0
4748,the trust,0
4749,all new starters,0
4750,the trust,0
4751,the first monday,0
4752,each month,0
4753,a comprehensive induction,0
4754,up to two weeks,0
4755,mandatory training systems training,0
4756,the allocation,0
4757,equipment,0
4758,part,0
4759,the process,0
4760,new starters,0
4761,the opportunity,0
4762,the executive team senior managers,0
4763,a number,0
4764,drop,0
4765,sessions,0
4766,engagement health,0
4767,wellbeing,0
4768,key processes,0
4769,the induction,0
4770,our head office,0
4771,rainham essex high cost area,0
4772,supplement,0
4773,essex,0
4774,this post,0
4775,payment,0
4776,high cost area supplement,0
4777,the basic salary,0
4778,a minimum,0
4779,â1000,0
4780,a maximum,0
4781,â1733,0
4782,further details,0
4783,informal visits contact,0
4784,jackie,0
4785,a consultant microbiologist,0
4786,the existing three consultant microbiologists,0
4787,the provision,0
4788,clinical microbiology and infection prevention and control service,0
4789,the trust,0
4790,a replacement post,0
4791,the applicant,0
4792,the existing three consultant medical microbiologists,0
4793,continuity,0
4794,advance,0
4795,future retirement,0
4796,this post,0
4797,the conquest hospital,0
4798,the service,0
4799,requirements,0
4800,duties,0
4801,a requirement,0
4802,the oncall service,0
4803,a 14 basis,0
4804,category,0
4805,a reconfiguration,0
4806,a single site,0
4807,eastbourne dgh,0
4808,the new single site,0
4809,a transitional cpa accreditation status,0
4810,ukas iso,0
4811,15189 visit eastbourne,0
4812,hastings,0
4813,historic seaside towns,0
4814,east sussex,0
4815,picturesque countryside,0
4816,easy travel arrangements,0
4817,brighton london,0
4818,europe,0
4819,these posts,0
4820,the opportunity,0
4821,clinical microbiology,0
4822,a high standard,0
4823,part,0
4824,a friendly and efficient team,0
4825,supportive and appreciative clinical colleagues applicants,0
4826,the gmc specialist,0
4827,register,0
4828,six months,0
4829,completion,0
4830,training cct,0
4831,further details,0
4832,informal visits contact,0
4833,quality and clinical outcomes,0
4834,safe patient care,0
4835,our highest priority,0
4836,a leading role,0
4837,local partnerships,0
4838,the needs,0
4839,our local population,0
4840,patients,0
4841,our resources,0
4842,the benefit,0
4843,our patients,0
4844,their care,0
4845,our services,0
4846,our aims,0
4847,all services,0
4848,the trust,0
4849,nmc,0
4850,post graduate experience,1
4851,it,0
4852,typing,0
4853,ms packages,0
4854,strong interpersonal skills,1
4855,no experience,0
4856,an assessor,0
4857,full comprehensive training,0
4858,full salary,0
4859,day,0
4860,1 meridian business support,0
4861,a multisector employment agency,0
4862,branches,0
4863,the uk,0
4864,30 years recruitment experience,0
4865,we,0
4866,a branch,0
4867,liverpool,0
4868,disability recruitment,0
4869,the team,0
4870,senior consultants,0
4871,liverpool,0
4872,an indepth knowledge,0
4873,the sector,0
4874,a track record,0
4875,candidates,0
4876,these roles,0
4877,you,0
4878,a dedicated consultant,0
4879,who,0
4880,call,0
4881,any questions,0
4882,you,0
4883,the application and interview process,0
4884,your start,0
4885,dateare,0
4886,you,0
4887,an experienced paramedic,1
4888,who,0
4889,a new direction,0
4890,their career,0
4891,worklife balance meridian business support,0
4892,paramedics,0
4893,an exciting opportunity,0
4894,the dwps disability contract,0
4895,the role,0
4896,you,0
4897,your broadbased medical experience,1
4898,clinical knowledge,1
4899,independent health assessments,0
4900,reports,0
4901,the dwp,0
4902,an assessor,0
4903,you,0
4904,face,0
4905,assessments,0
4906,examinations,0
4907,a holistic manner,0
4908,such assessments,0
4909,a persons health conditions,0
4910,an impact,0
4911,daytoday lifeideal candidates,0
4912,either role,0
4913,strong stakeholder management skills,1
4914,business and technical levels,0
4915,crm,0
4916,you,0
4917,a junior level,0
4918,the countrys,0
4919,most skilled d365 consultants,0
4920,collaborative professional and relaxed environment applicants,0
4921,prior experience,1
4922,a business analysis,0
4923,crm experience,0
4924,dynamics,0
4925,a degree levelflexible working pattern nursing jobs lines,0
4926,work nhs jobs locum nurse agency nurse temp nursing hays healthcare,0
4927,partnership,0
4928,the area,0
4929,we,0
4930,registered  experienced staff,0
4931,the area,0
4932,you,0
4933,the flexibility,0
4934,days,0
4935,nights,0
4936,early or late shifts,0
4937,weekdays or weekends choice,0
4938,different wards,0
4939,even different trusts,0
4940,day,0
4941,day,0
4942,you,0
4943,consistency,0
4944,we,0
4945,part time,0
4946,holiday pay block bookings,0
4947,the successful candidate,0
4948,great references,0
4949,previous jobs,0
4950,excellent people,0
4951,a passion,0
4952,others,0
4953,nmc registration,0
4954,hays,0
4955,greet days,0
4956,our new and helpful staff coffee mornings,0
4957,all nurses,0
4958,a great incentive bonus,0
4959,â250 high street shop vouchers,0
4960,every successfully referred registered nurse,0
4961,who,0
4962,work,0
4963,us terms,0
4964,conditions,0
4965,you,0
4966,no pressure,0
4967,your take home pay,0
4968,weekly and monthly basis,0
4969,guarantee shift,0
4970,schemes lines,0
4971,work block bookings,0
4972,free mandatory  specialist training,0
4973,â250 bonus,0
4974,every referral  regular network and market event invitations,0
4975,express compliance process,0
4976,free regular lunch visits,0
4977,your consultant,0
4978,confirmer  free dbs market leading training immunisation checks,0
4979,weekly or monthly pay,0
4980,your choiceyoull,0
4981,a cando approach,0
4982,excellent communication skills,1
4983,us,0
4984,a care assistant,0
4985,you,0
4986,you,0
4987,any specific care experience,0
4988,all the training,0
4989,you,0
4990,you,0
4991,real compassion,0
4992,all our residents,0
4993,order,0
4994,the highest standard,0
4995,care,0
4996,a care assistant,0
4997,a barchester care,0
4998,you,0
4999,residents,0
5000,they,0
5001,the quality care,0
5002,they,0
5003,you,0
5004,support,0
5005,companionship,0
5006,great moments,0
5007,memories,0
5008,its a chance,0
5009,your dedication,0
5010,compassion,0
5011,a fulfilling environment,0
5012,you,0
5013,work,0
5014,it,0
5015,a care assistant,0
5016,you,0
5017,anything,0
5018,residents,0
5019,their food,0
5020,care plans,0
5021,our residents,0
5022,onetoone time,0
5023,its an opportunity,0
5024,your skills,0
5025,meaningful use,0
5026,your careeryoull,0
5027,current nmc registration,0
5028,a good knowledge,0
5029,the most uptodate clinical practices,0
5030,us,0
5031,a registered nurse rgn experience,1
5032,welldeveloped care plans,0
5033,detailed risk assessments,0
5034,an understanding,0
5035,regulatory frameworks,0
5036,dolsmca,0
5037,royal pharmaceutical guidelines,0
5038,you,0
5039,yourself,0
5040,your personcentred thoughtful approach,0
5041,nursinga golden hello,0
5042,the ways,0
5043,you,0
5044,you,0
5045,barchester,0
5046,this role,0
5047,a registered nurse,0
5048,a barchester care,0
5049,you,0
5050,the physical psychological and social needs,0
5051,our residents,0
5052,us,0
5053,the quality care,0
5054,they,0
5055,you,0
5056,a safe and supportive environment,0
5057,residents,0
5058,range,0
5059,physical and mental needs,0
5060,your professional judgement,0
5061,critical clinical decisions,0
5062,you,0
5063,a wide range,0
5064,responsibilities,0
5065,tailored care plans,0
5066,medicine,0
5067,excellence,0
5068,everything,0
5069,you,0
5070,a registered nurse rgn,0
5071,you,0
5072,the freedom,0
5073,autonomy,0
5074,things,0
5075,what,0
5076,you,0
5077,the right,0
5078,the uk,0
5079,at least 3 months previous care experience,1
5080,certification,0
5081,a practical moving,0
5082,course,0
5083,the last 12 months,0
5084,access,0
5085,a smart device,0
5086,internet access,0
5087,your rotas,0
5088,access,0
5089,your own vehicle,0
5090,a newcross care assistant,0
5091,you,0
5092,our service users,0
5093,the highest standard,0
5094,care,0
5095,line,0
5096,their personal care plans,0
5097,you,0
5098,daily living activities clinical requirements,0
5099,personal care social activities,0
5100,any additional services,0
5101,you,0
5102,cardiology,0
5103,you,0
5104,previous cardiac experience,0
5105,not essentialwe,0
5106,a friendly caring and supportive hospital,0
5107,what,0
5108,people,0
5109,what,0
5110,the families,0
5111,relatives,0
5112,they,0
5113,they,0
5114,they,0
5115,it,0
5116,home,0
5117,we,0
5118,regular recruitment dropin sessions,0
5119,an opportunity,0
5120,our nursing staff,0
5121,we,0
5122,enthusiastic nurses,0
5123,part,0
5124,our team,0
5125,a specialist discipline,0
5126,a rotating capacity,0
5127,us,0
5128,our recruitment events,0
5129,you,0
5130,us,0
5131,our recruitment team,0
5132,the process,0
5133,us,0
5134,further details,0
5135,email,0
5136,tel,0
5137,827 977 cancer cardiology,0
5138,core services,0
5139,weekends,0
5140,bank holidays,0
5141,area cardiology coronary care unit,0
5142,kingsmoor andor,0
5143,cardiac angiography suite,0
5144,cath lab,0
5145,we,0
5146,healthcare assistants,0
5147,our cardiology nursing team,0
5148,the princess alexandra hospital,0
5149,its an exciting time,0
5150,the cardiology team,0
5151,the princess alexandra hospital,0
5152,our new state,0
5153,the cardiac angiography suite,0
5154,december,0
5155,we,0
5156,our services,0
5157,an excellent patient experience,0
5158,quality,0
5159,care,0
5160,our patients,0
5161,our services,0
5162,the cardiac diagnostic demands,0
5163,our local community,0
5164,we,0
5165,a forward thinking directorate,0
5166,who,0
5167,innovative thinking,0
5168,opportunities,0
5169,service development,0
5170,this role,0
5171,you,0
5172,the ward manager,0
5173,team,0
5174,a range,0
5175,nursing care,0
5176,a defined group,0
5177,patients,0
5178,you,0
5179,a high standard,0
5180,professional expertise,0
5181,the highest standard,0
5182,nursing care,0
5183,the patient journey,0
5184,our coronary care unit,0
5185,the cardiac angiography suite,0
5186,care,0
5187,patients,0
5188,a ward,0
5189,andor,0
5190,the cardiac angiography suite,0
5191,their care,0
5192,their needs,0
5193,return,0
5194,we,0
5195,support,0
5196,a committed and proactive nursing management team opportunities,0
5197,training workshops,0
5198,rotation,0
5199,the department,0
5200,you,0
5201,a hardworking team player,1
5202,who,0
5203,a thriving community,0
5204,what,0
5205,you,0
5206,their lives,0
5207,they,0
5208,the role,0
5209,a care assistant,0
5210,you,0
5211,you,0
5212,these qualities,0
5213,experience,0
5214,a care assistant,0
5215,we,0
5216,you,0
5217,excellent learning development,0
5218,support opportunities,0
5219,you,0
5220,the knowledge,0
5221,skills,0
5222,a real difference,0
5223,the role,0
5224,the four seasons care academy,0
5225,opportunities,0
5226,digital learning,0
5227,practical skills,0
5228,training,0
5229,a range,0
5230,career progression routes,0
5231,our careership programmeas,0
5232,the largest healthcare providers,0
5233,the uk,0
5234,us,0
5235,great care,0
5236,meaningful and enjoyable experiences,0
5237,you,0
5238,a kind warm and compassionate person,0
5239,a positive impact,0
5240,peoples,0
5241,a care assistant,0
5242,four seasons health care,0
5243,the right role,0
5244,you,0
5245,you,0
5246,quality personal care,0
5247,our residents,0
5248,your daily tasks,0
5249,them,0
5250,their hygiene,0
5251,they,0
5252,part,0
5253,life,0
5254,the home,0
5255,you,0
5256,care warmth,0
5257,kindness,0
5258,a difference,0
5259,you,0
5260,relationships,0
5261,our residents relatives,0
5262,you,0
5263,their needs,0
5264,that personal care,0
5265,the machine,0
5266,zone,0
5267,an ultra violet image,0
5268,an infra red image,0
5269,part,0
5270,you,0
5271,preemployment checks,0
5272,we,0
5273,satisfactory written references,0
5274,the referee details,0
5275,you,0
5276,your application form,0
5277,we,0
5278,one written reference,0
5279,your current or most recent line manager,0
5280,we,0
5281,references,0
5282,a professional work email,0
5283,high levels,0
5284,focus,0
5285,engagement,0
5286,high standards,0
5287,a meticulous eye,0
5288,detail,0
5289,qualifications,0
5290,experience,0
5291,your registration,0
5292,nmc or hcpc  postregistration experience  excellent communication skills,1
5293,a great team worker,1
5294,you,0
5295,a scrub nurse,0
5296,theatre practitioner odp,0
5297,you,0
5298,us,0
5299,the nhs,0
5300,a private setting,0
5301,you,0
5302,a unique opportunity,0
5303,the field,0
5304,your career,0
5305,you,0
5306,the constraints,0
5307,you,0
5308,job satisfaction,0
5309,a theatre nurse,1
5310,operating department practitioner,0
5311,you,0
5312,a varied caseload,0
5313,technology equipment,0
5314,facilities,0
5315,supervise support,0
5316,junior members,0
5317,staff,0
5318,high quality care,0
5319,experiences,0
5320,patients,0
5321,clinically effective evidence,0
5322,the job role,0
5323,engineering support,0
5324,expertise,0
5325,the trust,0
5326,wide radiology servicethe post holder,0
5327,maintenance calibration,0
5328,repair,0
5329,a wide range,0
5330,medical diagnostic equipment,0
5331,ultrasound,0
5332,the service associate director,0
5333,radiology manager,0
5334,any relevant service issuesthis post,0
5335,colchester general hospital,0
5336,the post holder,0
5337,an effective service level,0
5338,the other hospitals,0
5339,esneft,0
5340,clacton harwich,0
5341,halstead,0
5342,the future,0
5343,a requirement,0
5344,cross site,0
5345,ipswich hospitalyou,0
5346,holdbschons,0
5347,benghons,0
5348,certified professionals mcpsyou,0
5349,excellent communication skills,0
5350,your own initiative,0
5351,a member,0
5352,a team,0
5353,this post,0
5354,the rehabilitation,0
5355,offenders,0
5356,it,0
5357,a submission,0
5358,disclosure,0
5359,the disclosure,0
5360,service,0
5361,crb,0
5362,any previous criminal convictions good attention,0
5363,good verbal and written communication skills,1
5364,ability,0
5365,initiative,0
5366,a flexible approach,1
5367,previous cleaning experience,1
5368,full site training,0
5369,providedyour main aim,0
5370,a range,0
5371,cleaning activities,0
5372,a health centre environment,0
5373,emptying bins,0
5374,cleaning wash,0
5375,offices,0
5376,you,0
5377,areas,0
5378,the highest standards,0
5379,all times,0
5380,health and safety standards,0
5381,all times,0
5382,ensure equipment,0
5383,deal,0
5384,any customer requests,0
5385,courteously excellent customer service and communication skills,1
5386,a real,0
5387,a professional approach,0
5388,high quality standards,0
5389,hours,0
5390,calls,0
5391,emergencies,0
5392,the development,0
5393,customer service experience,1
5394,a similar environment,0
5395,this role,0
5396,an awareness,0
5397,basic health and safety experience,1
5398,familiarity,0
5399,computer systems,0
5400,programmes,0
5401,microsoft windows,0
5402,a passionate and customer centric person,1
5403,this interesting livein position,0
5404,charter court,0
5405,retford,0
5406,we,0
5407,a special kind,0
5408,person,0
5409,the highquality customer standards,0
5410,we,0
5411,who,0
5412,high quality standards,0
5413,our homeowners,0
5414,they,0
5415,their retirement,0
5416,the duties,0
5417,this residential house manager role,0
5418,homeowners,0
5419,their new home,0
5420,a professional front,0
5421,house service,0
5422,all visitors,0
5423,a friendly manner,0
5424,all homeowners,0
5425,support,0
5426,advice,0
5427,social interaction,0
5428,homeowners,0
5429,their lives,0
5430,retirement,0
5431,good communications,0
5432,the homeowners,0
5433,their families,0
5434,our partners,0
5435,suppliers,0
5436,who,0
5437,support,0
5438,other services,0
5439,the development,0
5440,gardens,0
5441,grounds,0
5442,an efficient and effective manner,0
5443,such that a safe secure well maintained and pleasant environment,0
5444,our homeowners,0
5445,emergency situations,0
5446,they,0
5447,a professional way,0
5448,social interaction,0
5449,homeowners,0
5450,retirement,0
5451,the fullsound experience,0
5452,an administration role,0
5453,experience,0
5454,proficient outputs,0
5455,excellent organisational skills,0
5456,an understanding,0
5457,you,0
5458,experience,0
5459,the following business support administrator office administrator business administrator team administrator administrator admin assistant administrative assistant customer service advisor customer service finance administrator etcact,0
5460,the first line,0
5461,service,0
5462,customers external companies,0
5463,employees,0
5464,phone email,0
5465,person,0
5466,a range,0
5467,queries,0
5468,strong working relationships,0
5469,managers,0
5470,office colleagues,0
5471,them,0
5472,a range,0
5473,administration,0
5474,documentation,0
5475,a timely and accurate manner,0
5476,support,0
5477,a range,0
5478,administration tasks,0
5479,the preparation,0
5480,inhouse documents invoice processing,0
5481,contractors,0
5482,repairs,0
5483,maintenance,0
5484,frontline machinery and filinghungarian kurdish arabic interpreters,0
5485,pda languages ltd,0
5486,facetoface stronghungarian kurdish and arabic stronginterpreters,0
5487,the strongoxfordshirestrong areap,0
5488,applicants,0
5489,who,0
5490,the confidence,0
5491,their linguistic skills,0
5492,one language,0
5493,another applicants,0
5494,the languages,0
5495,they,0
5496,native level,0
5497,prior experience,0
5498,a similar rolep challenge,0
5499,your temperament,0
5500,your ability,0
5501,your feet,0
5502,your linguistic skillsbr,0
5503,formal qualifications,0
5504,experience,0
5505,you,0
5506,the following qualifications,0
5507,you,0
5508,diploma,0
5509,public service,0
5510,dpsibr  community interpretingbr  national registered nrpsibr  chartered institute,0
5511,linguists qualifications,0
5512,certificate,0
5513,bilingual skills,1
5514,cbsbr  ba,0
5515,translationinterpretingbr,0
5516,ba,0
5517,languagesppabout us,0
5518,the rolebr da languages,0
5519,public and private sector clients,0
5520,the uk,0
5521,the oxfordshire areas,0
5522,new freelance interpreters,0
5523,who,0
5524,us,0
5525,the needs,0
5526,our clients,0
5527,new and oldp pinterpreters,0
5528,a diverse and varied number,0
5529,situations,0
5530,they,0
5531,medical appointmentsbr  legal matters,0
5532,immigration meetingsp pthe role,0
5533,clients,0
5534,who,0
5535,limited english speakers,0
5536,communication,0
5537,a highly rewarding job role,0
5538,the ward,0
5539,urgent care medical or surgical nurses,0
5540,who,0
5541,a change,0
5542,a busy acute environment,0
5543,the ward,0
5544,patients,0
5545,all different specialities,0
5546,the experience,0
5547,others,0
5548,the ward,0
5549,community nurses,0
5550,who,0
5551,a change,0
5552,a new challenge,0
5553,a hospital environment,0
5554,we,0
5555,a 26 bedded mixed sex unit,0
